hour_of_day,day_of_week,is_weekend,month,cardholder_age,account_age_days,credit_limit,is_foreign,transaction_amount,avg_7day_spend,num_txn_24h,num_txn_7d,days_since_last_txn,distinct_merchants_7d,declined_last_30d,merchant_country_missing,days_since_last_missing,amount_to_limit_ratio,amount_vs_7day_avg,txn_velocity_ratio,merchant_concentration,is_late_night,is_business_hours,is_new_account,log_account_age,log_transaction_amount,foreign_online,new_account_high_amount,late_night_foreign,merchant_category,merchant_country,channel,device_type,is_fraud
2,4,0,3,52,971,10700.0,0,292.85,853.07,3,12,1.3,3,0,0,0,0.027369158878504676,0.343289530753631,1.75,4.0,1,0,0,6.879355804460439,5.68306943305866,0,0,0,Grocery,US,Chip,Mobile,0
22,5,1,2,48,2337,17600.0,1,162.33,134.2,4,14,2.9,5,0,0,0,0.009223295454545455,1.2096125186289122,2.0,2.8,0,0,0,7.757051142032013,5.095772694065048,0,0,0,Grocery,UK,Swipe,Mobile,0
8,4,0,4,35,1463,19900.0,1,43.56,324.68,5,10,0.2,4,1,0,0,0.0021889447236180908,0.1341628680547,3.5,2.5,0,0,0,7.288927694521257,3.7968365956190286,0,0,0,Grocery,CA,Swipe,Mobile,0
4,3,0,11,18,634,9000.0,0,129.3,231.86,5,12,0.8,5,0,0,0,0.014366666666666668,0.5576641076511688,2.916666666666667,2.4,1,0,0,6.453624998892692,4.869839484130799,0,0,0,Electronics,US,Chip,Desktop,0
21,5,1,3,28,909,7500.0,0,57.89,149.2,6,13,3.1,5,0,0,0,0.007718666666666667,0.3880026809651475,3.230769230769231,2.6,0,0,0,6.813444599510896,4.07567129695648,0,0,0,Gas,US,Chip,Mobile,0
2,0,0,9,63,30,23600.0,0,16.42,237.6,2,10,4.9,5,1,0,0,0.0006957627118644069,0.06910774410774412,1.4,2.0,1,0,1,3.4339872044851463,2.857618971424357,0,0,0,Travel,US,Chip,POS,0
23,0,0,11,46,855,6700.0,1,17.65,192.08,1,14,2.3,6,1,0,0,0.002634328358208955,0.09188879633486047,0.5,2.3333333333333335,0,0,0,6.752270376141742,2.9258461460898246,1,0,0,Restaurant,MX,Online,Mobile,0
3,1,0,12,41,274,11700.0,1,78.88,195.38,9,9,3.0,3,2,0,0,0.006741880341880341,0.4037260722694237,6.999999999999999,3.0,1,0,0,5.616771097666572,4.380525508547614,0,0,1,Online_Retail,UK,Chip,Mobile,0
1,0,0,2,28,342,5800.0,1,18.65,430.88,3,10,1.8,5,0,0,0,0.00321551724137931,0.04328351281099146,2.1,2.0,1,0,0,5.8377304471659395,2.9780773383152703,1,0,1,Online_Retail,NG,Online,Mobile,0
7,2,0,8,68,942,12700.0,1,8.25,334.48,4,12,2.4,4,0,0,0,0.0006496062992125984,0.024665151877541258,2.3333333333333335,3.0,0,0,0,6.849066282633458,2.224623551524334,1,0,0,Gas,BR,Online,Desktop,0
15,1,0,8,20,1398,12200.0,0,121.8,598.22,2,16,0.6,5,3,0,0,0.00998360655737705,0.20360402527498245,0.875,3.2,0,1,0,7.243512974665482,4.810557015713042,0,0,0,Grocery,US,Chip,POS,0
0,1,0,9,28,899,21800.0,0,249.64,118.4,4,9,1.4,6,0,0,0,0.01145137614678899,2.1084459459459457,3.1111111111111107,1.5,1,0,0,6.802394763324311,5.524017646643936,0,0,0,Grocery,US,Online,Mobile,0
20,3,0,10,40,337,18300.0,0,10.27,292.94,3,16,1.3,3,0,0,0,0.0005612021857923497,0.035058373728408546,1.3125,5.333333333333333,0,0,0,5.823045895483019,2.422144328051685,0,0,0,Grocery,US,Contactless,Mobile,0
1,5,1,3,21,1947,35300.0,0,116.15,158.1,1,11,1.6,4,1,0,0,0.003290368271954674,0.7346616065781152,0.6363636363636364,2.75,1,0,0,7.5745584842024805,4.763455164953805,0,0,0,Restaurant,US,Online,Desktop,1
5,5,1,4,28,1081,10300.0,0,615.79,221.18,2,9,3.2,3,0,0,0,0.05978543689320388,2.7841124875666874,1.5555555555555554,3.0,0,0,0,6.9865664594064265,6.424528609406927,0,0,0,Online_Retail,US,Online,POS,0
4,3,0,6,37,673,12700.0,1,8.94,66.25,1,15,5.3,4,1,0,0,0.0007039370078740157,0.13494339622641507,0.4666666666666667,3.75,1,0,0,6.513230110912307,2.2965670206684825,0,0,1,Travel,RO,Chip,Mobile,0
13,6,1,11,60,470,4700.0,0,52.02,412.88,1,10,1.6,5,0,0,0,0.011068085106382979,0.1259930246076342,0.7,2.0,0,1,0,6.154858094016418,3.9706692008608795,0,0,0,Travel,US,Contactless,Desktop,0
7,6,1,7,28,280,8200.0,0,116.16,493.01,6,14,1.8,1,0,0,0,0.014165853658536585,0.23561388207135758,3.0,14.0,0,0,0,5.638354669333745,4.763540521959532,0,0,0,Grocery,US,Online,POS,0
23,3,0,1,34,375,5900.0,0,22.15,249.33,4,14,10.1,2,1,0,0,0.003754237288135593,0.08883808607066938,2.0,7.0,0,0,0,5.929589143389895,3.1419947805322432,0,0,0,Online_Retail,US,Chip,Desktop,0
12,0,0,1,44,94,32400.0,0,35.56,237.6,4,18,0.8,4,1,0,0,0.001097530864197531,0.14966329966329966,1.5555555555555554,4.5,0,1,0,4.553876891600541,3.5989547465859495,0,0,0,Travel,US,Chip,Mobile,0
18,5,1,8,31,286,6700.0,1,165.61,142.31,2,19,3.5,6,0,0,0,0.024717910447761195,1.1637270746960862,0.7368421052631579,3.1666666666666665,0,0,0,5.659482215759621,5.115655751940977,0,0,0,Travel,CN,Chip,Unknown,0
18,1,0,2,48,68,5400.0,0,50.35,188.89,3,10,4.3,9,0,0,0,0.009324074074074075,0.26655725554555565,2.1,1.1111111111111112,0,0,1,4.23410650459726,3.9386649363745674,0,0,0,Grocery,US,Swipe,POS,0
3,5,1,6,48,1705,3500.0,0,387.42,63.4,2,14,3.7,8,1,0,0,0.11069142857142858,6.110725552050473,1.0,1.75,1,0,0,7.441906728051625,5.962087228397305,0,0,0,Travel,US,Contactless,Mobile,0
3,1,0,1,43,742,8800.0,1,57.73,126.36,4,15,1.6,5,1,0,0,0.006560227272727272,0.45686926242481796,1.8666666666666667,3.0,1,0,0,6.610696044717759,4.072950669534428,0,0,1,Restaurant,MX,Chip,Mobile,1
19,6,1,10,51,1791,9000.0,0,98.8,170.63,0,7,0.3,11,0,0,0,0.010977777777777777,0.5790306511164508,0.0,0.6363636363636364,0,0,0,7.491087593534876,4.603168183317418,0,0,0,Online_Retail,US,Contactless,Desktop,0
7,2,0,9,49,969,22900.0,0,46.79,281.08,4,10,5.7,5,1,0,0,0.002043231441048035,0.16646506332716665,2.8,2.0,0,0,0,6.877296071497429,3.866816412590067,0,0,0,Electronics,US,ATM,Mobile,0
21,3,0,11,49,1386,4700.0,0,32.12,39.84,3,10,1.6,6,0,0,0,0.0068340425531914885,0.8062248995983935,2.1,1.6666666666666667,0,0,0,7.234898420314831,3.500137329517059,0,0,0,Gas,US,Chip,Unknown,0
10,5,1,9,32,30,5900.0,0,19.94,582.92,4,12,1.5,2,0,0,0,0.003379661016949153,0.034207095313250536,2.3333333333333335,6.0,0,1,1,3.4339872044851463,3.041661205442391,0,0,0,Electronics,US,Online,Mobile,0
2,4,0,9,37,1940,8100.0,0,155.9,230.78,1,10,6.4,4,2,0,0,0.019246913580246914,0.6755351416933877,0.7,2.5,1,0,0,7.57095858316901,5.055608659738987,0,0,0,Grocery,US,Online,Desktop,0
13,5,1,6,56,1103,5800.0,0,52.81,356.1,2,24,1.6,9,3,0,0,0.009105172413793104,0.1483010390339792,0.5833333333333334,2.6666666666666665,0,1,0,7.00669522683704,3.9854593235013285,0,0,0,Travel,US,Chip,Unknown,0
10,2,0,11,26,60,20200.0,1,196.14,451.53,6,9,2.8,2,1,0,0,0.009709900990099008,0.43438974154541227,4.666666666666666,4.5,0,1,1,4.110873864173311,5.283914136237293,0,0,0,Grocery,UK,Swipe,Mobile,0
0,3,0,5,18,158,6400.0,1,23.47,259.0,3,5,1.2,9,2,0,0,0.0036671875,0.09061776061776061,4.2,0.5555555555555556,1,0,0,5.0689042022202315,3.19744787745458,1,0,1,Travel,UK,Online,Mobile,0
12,0,0,8,18,187,2300.0,0,87.24,320.33,1,11,1.1,6,0,0,0,0.03793043478260869,0.27234414510036525,0.6363636363636364,1.8333333333333333,0,1,0,5.236441962829949,4.480060374945247,0,0,0,Electronics,US,Online,Desktop,0
15,4,0,5,35,223,11400.0,0,248.33,93.19,3,8,2.5,7,0,0,0,0.021783333333333335,2.6647708981650395,2.625,1.1428571428571428,0,1,0,5.4116460518550396,5.518777320233045,0,0,0,Online_Retail,US,Swipe,ATM,0
21,1,0,2,38,309,2900.0,0,24.92,138.36,3,16,0.2,1,0,0,0,0.008593103448275862,0.18010985834056084,1.3125,16.0,0,0,0,5.736572297479192,3.255014871484074,0,0,0,Online_Retail,US,Swipe,Mobile,0
15,1,0,9,47,573,10500.0,0,16.44,629.94,2,17,1.4,5,0,0,0,0.0015657142857142857,0.026097723592723117,0.823529411764706,3.4,0,1,0,6.352629396319567,2.8587664184808337,0,0,0,Grocery,US,ATM,Mobile,0
0,3,0,9,52,3123,14700.0,0,23.48,412.73,2,20,0.7,3,1,0,0,0.0015972789115646258,0.05688949191965692,0.7,6.666666666666667,1,0,0,8.046869510959576,3.1978564576441255,0,0,0,Entertainment,US,Contactless,POS,0
8,3,0,8,34,396,29500.0,0,21.44,366.84,2,11,0.7,7,1,0,0,0.0007267796610169492,0.05844509868062371,1.2727272727272727,1.5714285714285714,0,0,0,5.983936280687191,3.110845080654496,0,0,0,Restaurant,US,ATM,POS,0
13,2,0,9,18,2479,12200.0,0,80.09,45.43,1,8,4.4,5,0,0,0,0.006564754098360656,1.7629319832709665,0.875,1.6,0,1,0,7.8160138391590275,4.395559648956466,0,0,0,Restaurant,US,Chip,Desktop,0
20,6,1,5,66,1408,3100.0,0,76.58,54.23,4,8,0.5,4,2,0,0,0.024703225806451613,1.4121335054397934,3.5,2.0,0,0,0,7.25063551189868,4.351309662011821,0,0,0,Online_Retail,US,Online,Unknown,0
23,6,1,5,55,882,7300.0,0,238.76,69.17,1,6,0.2,9,0,0,0,0.032706849315068495,3.4517854561225962,1.1666666666666667,0.6666666666666666,0,0,0,6.78332520060396,5.479638423008407,0,0,0,Gas,US,Contactless,Mobile,0
19,1,0,11,36,799,12200.0,0,155.53,226.02,2,10,8.1,3,0,0,0,0.012748360655737706,0.6881249446951597,1.4,3.3333333333333335,0,0,0,6.684611727667927,5.053247684900132,0,0,0,Restaurant,US,Chip,Mobile,0
23,6,1,2,18,837,5100.0,1,661.92,317.04,2,13,3.8,8,1,0,0,0.12978823529411765,2.08781226343679,1.0769230769230769,1.625,0,0,0,6.731018100482083,6.496654319255343,0,0,0,Online_Retail,CN,Chip,ATM,0
21,2,0,6,22,1279,4200.0,0,67.52,202.59,4,15,0.4,3,0,0,0,0.016076190476190477,0.3332839725554074,1.8666666666666667,5.0,0,0,0,7.154615356913663,4.2271256734559195,0,0,0,Grocery,US,Chip,Desktop,0
15,5,1,5,33,637,2400.0,1,140.16,200.93,0,15,0.1,3,0,0,0,0.0584,0.697556362912457,0.0,5.0,0,1,0,6.45833828334479,4.949893998807069,1,0,0,Luxury,BR,Online,POS,0
17,6,1,1,33,1226,6400.0,0,33.41,270.87,4,16,2.7,4,0,0,0,0.005220312499999999,0.12334330121460478,1.75,4.0,0,1,0,7.112327444710911,3.538347219809389,0,0,0,Gas,US,Chip,POS,0
13,2,0,7,39,817,10800.0,1,135.07,57.69,1,10,0.7,2,3,0,0,0.012506481481481481,2.341306985612758,0.7,5.0,0,1,0,6.706862336602747,4.913169459202767,0,0,0,Online_Retail,NG,Contactless,Mobile,0
23,1,0,4,43,1287,6200.0,0,31.44,237.24,4,11,2.5,4,0,0,0,0.005070967741935484,0.1325240263024785,2.5454545454545454,2.75,0,0,0,7.160845906664299,3.479392229247212,0,0,0,ATM,US,Chip,POS,0
13,1,0,8,30,389,15500.0,0,42.92,94.26,3,8,0.9,5,0,0,0,0.002769032258064516,0.4553363038404413,2.625,1.6,0,1,0,5.966146739123692,3.7823697972012753,0,0,0,Grocery,US,Chip,Desktop,0
19,3,0,1,31,3508,19800.0,0,86.79,193.51,4,16,2.7,5,0,0,0,0.004383333333333334,0.44850395328406806,1.75,3.2,0,0,0,8.163086375583216,4.474947598938117,0,0,0,Healthcare,US,ATM,POS,0
14,4,0,1,36,296,10900.0,0,57.48,600.38,2,10,4.0,6,0,1,0,0.005273394495412843,0.09573936506878976,1.4,1.6666666666666667,0,1,0,5.6937321388027,4.068684815441523,0,0,0,Restaurant,US,Contactless,Mobile,0
12,4,0,10,38,242,23900.0,1,23.76,143.31,1,11,7.3,7,1,0,0,0.000994142259414226,0.16579443165166424,0.6363636363636364,1.5714285714285714,0,1,0,5.493061443340548,3.2092294478163956,0,0,0,Restaurant,CA,Swipe,POS,0
0,1,0,1,41,684,7100.0,0,95.02,100.78,2,16,3.5,7,0,0,0,0.013383098591549295,0.9428458027386386,0.875,2.2857142857142856,1,0,0,6.529418838262226,4.564556503102795,0,0,0,Online_Retail,US,Swipe,Desktop,0
11,0,0,9,66,792,4600.0,0,52.2,279.84,6,8,7.5,3,1,0,0,0.011347826086956522,0.18653516295025732,5.25,2.6666666666666665,0,1,0,6.675823221634848,3.9740583963475986,0,0,0,Grocery,US,Online,POS,0
5,4,0,10,18,2038,8500.0,1,92.15,236.08,2,9,5.0,4,2,0,0,0.010841176470588236,0.3903337851575737,1.5555555555555554,2.25,0,0,0,7.620214770574455,4.5342110970475975,0,0,0,Gas,UK,Chip,Mobile,0
0,1,0,11,41,30,7900.0,1,406.25,167.07,5,9,0.1,4,0,0,0,0.051424050632911396,2.4316154905129586,3.8888888888888884,2.25,1,0,1,3.4339872044851463,6.009427247482154,1,0,1,Online_Retail,UK,Online,Mobile,0
3,1,0,8,38,1347,5200.0,0,429.92,441.73,3,10,2.5,8,0,0,0,0.08267692307692308,0.9732642111697191,2.1,1.25,1,0,0,7.206377291472252,6.065922458025992,0,0,0,Online_Retail,US,ATM,POS,0
2,3,0,2,35,165,19700.0,0,62.15,160.21,2,15,2.2,5,0,0,0,0.0031548223350253805,0.3879283440484364,0.9333333333333333,3.0,1,0,0,5.111987788356544,4.1455128487965,0,0,0,Online_Retail,US,Online,Unknown,0
23,6,1,11,70,5000,13200.0,1,44.17,198.61,3,10,0.3,5,0,0,0,0.0033462121212121214,0.2223956497658728,2.1,2.0,0,0,0,8.517393171418904,3.8104331496665127,0,0,0,ATM,BR,Contactless,Mobile,0
18,4,0,2,57,144,16500.0,0,25.73,473.7,3,12,0.4,2,0,0,0,0.0015593939393939394,0.05431707831961157,1.75,6.0,0,0,0,4.976733742420574,3.2857865301508276,0,0,0,Restaurant,US,Online,POS,0
4,4,0,12,39,249,10600.0,0,36.94,227.18,2,17,0.7,7,0,1,0,0.003484905660377358,0.1626023417554362,0.823529411764706,2.4285714285714284,1,0,0,5.521460917862246,3.636005964506868,0,0,0,ATM,US,Online,Desktop,0
5,4,0,5,41,740,5200.0,0,122.99,365.17,3,12,0.9,7,2,0,0,0.023651923076923077,0.33680203740723497,1.75,1.7142857142857142,0,0,0,6.608000625296087,4.820200917191751,0,0,0,Online_Retail,US,Chip,POS,0
15,3,0,7,41,935,8800.0,0,26.94,145.8,3,13,1.0,8,4,0,0,0.0030613636363636364,0.18477366255144032,1.6153846153846154,1.625,0,1,0,6.841615476477592,3.330059353828816,0,0,0,Grocery,US,Chip,Mobile,0
17,0,0,8,52,74,15600.0,0,39.23,974.85,1,9,0.5,4,1,0,0,0.0025147435897435897,0.04024208852643996,0.7777777777777777,2.25,0,1,1,4.31748811353631,3.694612985961697,0,0,0,Grocery,US,Contactless,Desktop,0
11,3,0,9,27,212,2500.0,1,6.38,267.95,1,16,3.7,6,0,0,0,0.002552,0.02381041239037134,0.4375,2.6666666666666665,0,1,0,5.3612921657094255,1.998773638612381,0,0,0,Restaurant,CA,Contactless,Mobile,0
2,0,0,12,26,570,2500.0,1,209.83,405.3,5,10,1.8,6,0,0,0,0.083932,0.5177152726375525,3.5,1.6666666666666667,1,0,0,6.3473892096560105,5.351052121531902,0,0,1,Luxury,MX,Chip,Mobile,0
5,4,0,8,38,343,4300.0,0,42.89,126.15,3,11,6.3,5,0,0,0,0.009974418604651163,0.3399920729290527,1.9090909090909092,2.2,0,0,0,5.840641657373398,3.7816865037001426,0,0,0,Online_Retail,US,Chip,Unknown,0
0,0,0,4,36,1885,7500.0,1,116.54,222.34,3,15,0.6,3,0,0,0,0.015538666666666668,0.5241521993343529,1.4000000000000001,5.0,1,0,0,7.542213463193403,4.766778701184505,0,0,1,Luxury,UK,Chip,ATM,0
10,3,0,4,28,368,12300.0,0,7.97,816.17,5,11,1.5,6,0,0,0,0.0006479674796747967,0.009765122462232134,3.181818181818182,1.8333333333333333,0,1,0,5.910796644040527,2.1938856760707046,0,0,0,Online_Retail,US,Chip,POS,0
11,0,0,4,25,944,6100.0,0,162.43,92.97,2,9,1.4,6,0,0,0,0.02662786885245902,1.7471227277616437,1.5555555555555554,1.5,0,1,0,6.851184927493743,5.096384764104966,0,0,0,Online_Retail,US,Online,Desktop,0
18,0,0,9,51,114,9300.0,0,35.77,294.35,2,12,3.0,6,0,0,0,0.003846236559139785,0.12152199762187872,1.1666666666666667,2.0,0,0,0,4.74493212836325,3.6046822953131805,0,0,0,Grocery,US,ATM,Mobile,0
21,2,0,11,27,1261,10900.0,0,141.59,296.35,4,10,7.3,3,2,0,0,0.012989908256880735,0.4777796524379956,2.8,3.3333333333333335,0,0,0,7.140453043101158,4.959973379294028,0,0,0,Online_Retail,US,Chip,Mobile,0
19,6,1,10,24,419,14800.0,1,27.78,611.1,3,10,6.5,3,0,0,0,0.0018770270270270272,0.04545900834560628,2.1,3.3333333333333335,0,0,0,6.040254711277414,3.359680701459222,1,0,0,ATM,CA,Online,Desktop,0
10,0,0,10,38,548,13500.0,0,103.17,105.35,1,7,1.9,6,0,0,0,0.007642222222222222,0.9793070716658757,1.0,1.1666666666666667,0,1,0,6.3080984415095305,4.646024179996357,0,0,0,Healthcare,US,Swipe,POS,0
22,6,1,12,37,1636,13000.0,0,785.85,398.02,3,14,1.6,7,1,0,0,0.060450000000000004,1.974398271443646,1.5,2.0,0,0,0,7.400620577371135,6.668037633046874,0,0,0,Grocery,US,Contactless,POS,0
1,6,1,11,48,1277,8900.0,0,49.76,307.66,2,6,0.5,5,2,0,0,0.005591011235955056,0.1617369823831502,2.3333333333333335,1.2,1,0,0,7.15305163493748,3.927108642846187,0,0,0,Restaurant,US,Contactless,Desktop,0
21,2,0,6,60,57,17800.0,1,36.82,640.69,4,11,0.4,5,0,0,0,0.0020685393258426965,0.057469290920726085,2.5454545454545454,2.2,0,0,1,4.060443010546419,3.6328380632303117,1,0,0,ATM,BR,Online,Unknown,1
21,1,0,9,50,1572,10000.0,0,78.77,109.49,3,8,10.9,7,0,0,0,0.007877,0.7194264316375925,2.625,1.1428571428571428,0,0,0,7.360739903058278,4.379147493923038,0,0,0,Online_Retail,US,Contactless,Unknown,0
13,1,0,3,27,1754,18500.0,0,91.28,631.96,4,11,1.3,5,2,0,0,0.004934054054054054,0.14443952148870182,2.5454545454545454,2.2,0,1,0,7.470224135899966,4.524827433305553,0,0,0,Electronics,US,Contactless,POS,0
15,2,0,5,57,603,6600.0,1,27.86,95.92,2,19,9.6,1,1,0,0,0.004221212121212121,0.29045037531276063,0.7368421052631579,19.0,0,1,0,6.403574197934815,3.3624565533457247,1,0,0,Luxury,MX,Online,Unknown,0
2,2,0,5,41,304,28500.0,0,65.4,92.54,4,14,0.9,5,0,0,0,0.0022947368421052635,0.7067214177652907,2.0,2.8,1,0,0,5.720311776607412,4.1956970564823886,0,0,0,Grocery,US,Contactless,ATM,0
19,1,0,2,51,38,27700.0,0,40.66,191.81,1,12,999.0,5,0,0,1,0.0014678700361010829,0.21198060580783065,0.5833333333333334,2.4,0,0,1,3.6635616461296463,3.729541435832826,0,0,0,Luxury,US,Swipe,Unknown,0
8,4,0,10,39,1543,3000.0,0,55.92,294.31,1,11,2.7,1,3,0,0,0.01864,0.19000373755563862,0.6363636363636364,11.0,0,0,0,7.342131730584722,4.041646773221651,0,0,0,Gas,US,Contactless,POS,0
0,5,1,6,45,719,5800.0,1,81.26,148.6,1,9,0.4,4,0,0,0,0.014010344827586207,0.5468371467025572,0.7777777777777777,2.25,1,0,0,6.579251212010101,4.409884962802278,1,0,1,Grocery,RO,Online,Mobile,0
9,2,0,5,48,1090,7000.0,1,31.08,219.18,3,10,0.7,6,3,0,0,0.0044399999999999995,0.14180125923898165,2.1,1.6666666666666667,0,1,0,6.994849985833071,3.4682327829983137,0,0,0,Travel,BR,Contactless,Mobile,0
18,4,0,12,64,630,10600.0,1,86.06,518.97,3,12,0.2,6,0,0,0,0.008118867924528301,0.1658284679268551,1.75,2.0,0,0,0,6.447305862541213,4.4665975361241514,0,0,0,Luxury,UK,Contactless,Mobile,0
8,6,1,8,23,40,31900.0,0,329.58,87.38,2,12,1.3,5,1,0,0,0.010331661442006269,3.771801327534905,1.1666666666666667,2.4,0,0,1,3.713572066704308,5.800848687489207,0,0,0,Entertainment,US,ATM,Mobile,0
11,1,0,10,41,184,12000.0,0,7.28,188.22,3,12,1.9,8,1,0,0,0.0006066666666666667,0.038678142599086175,1.75,1.5,0,1,0,5.220355825078324,2.1138429683971687,0,0,0,Grocery,US,Swipe,POS,0
16,4,0,12,50,410,16200.0,0,54.55,163.59,5,20,3.5,9,0,1,0,0.0033672839506172837,0.33345559019499965,1.75,2.2222222222222223,0,1,0,6.018593214496234,4.017283516085639,0,0,0,Grocery,US,Contactless,POS,0
16,4,0,1,50,30,11500.0,0,72.32,245.37,2,11,999.0,6,0,0,1,0.0062886956521739125,0.29473855809593674,1.2727272727272727,1.8333333333333333,0,1,1,3.4339872044851463,4.294833422971505,0,0,0,Restaurant,US,Online,Desktop,0
20,6,1,1,38,691,11500.0,0,79.91,91.47,1,6,1.1,2,0,0,0,0.0069486956521739125,0.8736197660435115,1.1666666666666667,3.0,0,0,0,6.539585955617669,4.393337425819748,0,0,0,Entertainment,US,Chip,Desktop,0
14,5,1,6,56,92,3900.0,0,25.75,352.6,2,12,0.6,4,1,0,0,0.006602564102564102,0.07302892796369824,1.1666666666666667,3.0,0,1,0,4.532599493153256,3.2865344733420154,0,0,0,Electronics,US,Chip,Desktop,0
19,2,0,1,45,914,5900.0,0,127.61,186.18,5,12,0.4,6,0,0,0,0.021628813559322033,0.6854119669137394,2.916666666666667,2.0,0,0,0,6.818924065275521,4.856784569277996,0,0,0,Electronics,US,Online,POS,0
18,5,1,9,45,447,5400.0,0,23.73,148.57,4,10,2.0,2,1,0,0,0.004394444444444445,0.15972268964124656,2.8,5.0,0,0,0,6.104793232414985,3.208017081533325,0,0,0,Restaurant,US,Online,POS,0
22,3,0,9,22,194,10700.0,0,84.32,137.11,4,8,1.1,6,0,0,0,0.0078803738317757,0.614980672452775,3.5,1.3333333333333333,0,0,0,5.272999558563747,4.44640889360315,0,0,0,Travel,US,ATM,Mobile,0
1,6,1,1,43,2430,2900.0,0,181.94,162.55,0,15,1.6,1,0,0,0,0.06273793103448276,1.1192863734235619,0.0,15.0,1,0,0,7.796057974316123,5.209158230228218,0,0,0,ATM,US,Chip,Desktop,0
21,1,0,6,34,676,31400.0,1,16.15,144.2,3,11,0.5,9,1,0,0,0.0005143312101910828,0.11199722607489598,1.9090909090909092,1.2222222222222223,0,0,0,6.517671272912275,2.8419981736119486,0,0,0,Online_Retail,CA,Swipe,Desktop,0
4,0,0,9,54,355,5500.0,0,329.35,135.01,2,10,0.1,4,0,0,0,0.05988181818181819,2.439448929708911,1.4,2.5,1,0,0,5.87493073085203,5.800152698475895,0,0,0,Travel,US,Contactless,Desktop,0
0,2,0,6,47,942,7700.0,0,37.69,135.13,1,15,0.4,5,0,0,0,0.004894805194805195,0.27891659883075554,0.4666666666666667,3.0,1,0,0,6.849066282633458,3.6555811687124216,0,0,0,Grocery,US,Chip,POS,1
8,5,1,8,49,307,8800.0,0,173.51,37.29,3,8,3.5,5,2,0,0,0.019717045454545452,4.652990077768838,2.625,1.6,0,0,0,5.730099782973574,5.16198204659078,0,0,0,Restaurant,US,Contactless,Mobile,0
9,0,0,1,49,1530,7100.0,1,25.59,25.91,5,9,1.6,1,0,0,0,0.0036042253521126762,0.9876495561559243,3.8888888888888884,9.0,0,1,0,7.333676395657684,3.2805352052549286,0,0,0,Entertainment,UK,Swipe,Mobile,0
6,4,0,1,26,555,8800.0,0,21.99,195.83,4,16,3.6,8,0,0,0,0.0024988636363636363,0.1122912730429454,1.75,2.0,0,0,0,6.320768294250582,3.1350593387750902,0,0,0,Gas,US,Online,POS,0
17,0,0,2,31,392,17200.0,0,87.76,621.73,5,10,0.7,4,0,0,0,0.005102325581395349,0.14115452045099963,3.5,2.5,0,1,0,5.973809611869261,4.485936098064394,0,0,0,Restaurant,US,Chip,Desktop,0
0,5,1,1,44,201,5000.0,0,84.5,505.36,4,5,6.0,3,0,0,0,0.0169,0.1672075352224157,5.6,1.6666666666666667,1,0,0,5.308267697401205,4.448516375942715,0,0,0,Restaurant,US,Chip,POS,0
18,4,0,11,26,194,4400.0,0,35.04,251.1,1,9,0.0,7,0,0,0,0.007963636363636364,0.13954599761051373,0.7777777777777777,1.2857142857142858,0,0,0,5.272999558563747,3.584629432740137,0,0,0,Online_Retail,US,Chip,POS,0
7,0,0,4,26,1884,15700.0,0,11.14,516.4,0,12,0.2,4,2,0,0,0.0007095541401273886,0.0215724244771495,0.0,3.0,0,0,0,7.541683099882111,2.4965057856313524,0,0,0,Grocery,US,Online,Unknown,0
3,1,0,12,50,655,10400.0,1,6.7,287.99,6,11,0.1,6,1,0,0,0.0006442307692307692,0.02326469669085732,3.8181818181818183,1.8333333333333333,1,0,0,6.486160788944089,2.0412203288596382,0,0,1,Online_Retail,MX,ATM,Mobile,0
11,1,0,6,32,176,11900.0,0,395.43,380.41,3,15,1.3,5,1,0,0,0.03322941176470588,1.0394837149391445,1.4000000000000001,3.0,0,1,0,5.176149732573829,5.982499480722332,0,0,0,Online_Retail,US,Swipe,POS,0
22,1,0,9,48,34,10400.0,1,29.96,159.14,0,11,1.3,4,0,0,0,0.002880769230769231,0.18826190775417873,0.0,2.75,0,0,1,3.5553480614894135,3.4326960487215263,0,0,0,Travel,NG,Swipe,POS,0
17,1,0,6,28,667,16100.0,1,255.71,148.06,6,8,2.2,1,0,0,0,0.015882608695652174,1.7270701067134946,5.25,8.0,0,1,0,6.504288173536645,5.547947043098073,0,0,0,Grocery,UK,Chip,Unknown,0
10,4,0,8,28,2253,13100.0,0,40.09,644.23,5,12,2.3,2,1,0,0,0.0030603053435114508,0.06222932803501855,2.916666666666667,6.0,0,1,0,7.720461694599722,3.7157647828953184,0,0,0,Online_Retail,US,Chip,Desktop,0
7,2,0,6,37,653,13600.0,0,153.45,233.54,1,15,1.5,7,1,0,0,0.011283088235294118,0.6570608889269504,0.4666666666666667,2.142857142857143,0,0,0,6.483107351457199,5.039870419364591,0,0,0,Restaurant,US,Chip,Desktop,0
7,6,1,4,37,346,15400.0,0,100.33,233.16,2,9,0.0,5,5,0,0,0.006514935064935065,0.4303053697032081,1.5555555555555554,1.8,0,0,0,5.849324779946859,4.618382517460226,0,0,0,Online_Retail,US,Swipe,Desktop,0
23,0,0,3,31,250,4300.0,0,424.11,616.07,3,19,5.9,5,0,0,0,0.09863023255813953,0.688412031100362,1.1052631578947367,3.8,0,0,0,5.5254529391317835,6.0523479589647975,0,0,0,Grocery,US,Chip,Mobile,0
