borrower_id,age,employment_type,employment_years,annual_income,credit_score,loan_amount,loan_term_months,loan_purpose,existing_debt,num_open_accounts,num_late_payments,dti_ratio,origination_date,origination_year,origination_quarter,fed_funds_rate,interest_rate_offered
BRW01534,33,Self-Employed,9.1,29367.46,392.0,24600.0,24,Debt Consolidation,23223.83,0,3,0.3954,2021-08-10,2021,Q3,0.191,3.629
BRW04688,23,Contract,3.1,50426.03,300.0,87700.0,84,Home Improvement,16610.13,4,2,0.0471,2023-06-15,2023,Q2,5.063,6.712
BRW04984,43,Unemployed,4.6,16411.87,,52400.0,84,Education,16206.97,4,3,0.1411,2022-08-26,2022,Q3,1.474,3.46
BRW04305,22,Salaried,11.2,40789.14,327.0,49600.0,60,Auto,29147.51,4,1,0.1429,2021-06-12,2021,Q2,0.305,2.5
BRW00653,26,Unemployed,0.2,14265.92,300.0,60000.0,48,debt consolidation,2791.55,7,5,0.0489,2022-08-04,2022,Q3,1.669,9.78
BRW00994,27,Self-Employed,1.2,,300.0,45000.0,12,Business,19924.58,8,0,2.5,2023-03-02,2023,Q1,5.052,16.065
BRW01018,34,Self-Employed,0.9,46220.62,360.0,85300.0,60,Business,12180.92,3,0,0.0527,2023-01-31,2023,Q1,5.16,4.964
BRW04590,31,Salaried,9.0,74317.18,349.0,55700.0,24,Home Improvement,11916.1,5,0,0.0802,2022-07-27,2022,Q3,1.879,2.5
BRW00555,33,Salaried,11.6,48240.4,390.0,19600.0,48,Debt Consolidation,17899.86,5,0,0.0928,2021-08-31,2021,Q3,-0.156,2.5
BRW00008,33,Salaried,2.7,26475.46,300.0,31600.0,48,Business,10050.87,2,1,0.0949,2023-03-23,2023,Q1,4.916,5.535
BRW01090,37,Salaried,0.5,54569.43,,57400.0,84,Home Improvement,34791.67,5,0,0.0911,2023-10-17,2023,Q4,4.799,2.5
BRW03475,25,Salaried,8.8,72039.88,330.0,86100.0,36,Business,9944.38,2,1,0.046,2021-05-25,2021,Q2,0.122,2.5
BRW03321,28,Self-Employed,1.1,29408.67,327.0,86400.0,12,Business,14424.37,2,0,4.726192261724345,2022-09-13,2022,Q3,1.469,22.747
BRW04226,56,Contract,0.5,65903.87,401.0,38300.0,12,Debt Consolidation,33490.9,7,0,0.5082,2021-04-04,2021,Q2,0.134,2.5
BRW03043,40,Salaried,1.8,48512.62,,29000.0,24,Business,11214.03,5,1,0.1156,2023-10-30,2023,Q4,4.971,2.5
BRW01371,55,Contract,7.2,60106.29,425.0,25600.0,84,Business,9887.24,3,0,0.0235,2023-12-16,2023,Q4,5.087,3.46
BRW00144,40,Self-Employed,4.5,39943.34,384.0,62700.0,60,Auto,198496.77,4,0,0.9939,2023-05-31,2023,Q2,5.098,10.219
BRW00676,26,Unemployed,1.6,15752.77,300.0,31700.0,48,Business,1894.76,2,0,0.0301,2022-01-14,2022,Q1,1.829,5.206
BRW03934,38,Salaried,2.4,88484.07,346.0,18900.0,84,Business,4961.07,7,0,0.008,2021-05-29,2021,Q2,0.198,2.5
BRW02751,53,Salaried,19.5,214874.24,,11800.0,60,Education,98058.13,4,1,0.0913,2023-12-23,2023,Q4,4.941,2.5
BRW00931,56,Salaried,2.4,47992.97,386.0,99000.0,48,Business,36618.14,1,4,0.1907,2023-09-29,2023,Q3,4.733,9.079
BRW03816,34,Retired,1.6,20671.95,317.0,43600.0,48,Home Improvement,2518.5,1,1,0.0305,2022-03-14,2022,Q1,1.853,3.465
BRW01606,39,Salaried,11.6,29280.98,374.0,24600.0,84,Education,6267.26,3,2,0.0306,2021-05-30,2021,Q2,-0.066,2.5
BRW00151,41,Salaried,2.4,92695.1,300.0,80300.0,36,Education,26837.57,6,0,0.0965,2023-06-15,2023,Q2,5.216,5.485
BRW03589,34,Salaried,0.5,86987.21,302.0,49000.0,60,Debt Consolidation,1692.3,3,0,0.0039,2021-05-15,2021,Q2,-0.12,2.5
BRW03898,42,Salaried,8.0,15059.18,350.0,70600.0,60,Home Improvement,7937.67,2,1,0.1054,2021-03-23,2021,Q1,0.145,2.5
BRW02413,28,Salaried,0.5,143640.56,320.0,40700.0,36,Business,5706.55,4,0,0.0132,2021-12-24,2021,Q4,0.091,2.5
BRW00227,27,Salaried,4.3,20480.55,300.0,9700.0,60,Business,7306.13,4,0,0.0713,2022-08-09,2022,Q3,1.881,2.669
BRW01539,22,Salaried,3.9,35981.63,363.0,9500.0,36,Medical,47036.25,4,0,0.4357,2021-08-29,2021,Q3,0.174,2.5
BRW02573,37,Salaried,21.5,,453.0,72200.0,36,Home Improvement,16522.44,4,0,1.8358,2021-09-11,2021,Q3,0.203,6.802
BRW04264,37,Salaried,1.1,63256.41,,16900.0,36,Debt Consolidation,12050.74,3,0,0.0635,2023-10-27,2023,Q4,5.158,2.5
BRW02312,40,Salaried,6.3,100554.38,380.0,53600.0,36,Home Improvement,17287.31,0,2,0.0573,2021-04-05,2021,Q2,0.309,2.5
BRW01616,40,Self-Employed,4.6,64411.36,368.0,15000.0,60,Business,11719.67,3,0,0.0364,2021-01-15,2021,Q1,0.074,2.5
BRW02103,49,Salaried,2.7,61037.13,,37000.0,60,Auto,7420.89,3,0,0.0243,2023-06-19,2023,Q2,5.128,2.5
BRW01406,23,Salaried,6.7,18947.05,,54900.0,120,Medical,2522.33,2,0,0.0133,2023-05-10,2023,Q2,4.944,2.5
BRW04934,33,Salaried,0.8,49336.33,364.0,221900.0,24,Medical,38652.7,6,0,0.3917,2023-01-17,2023,Q1,5.175,6.629
BRW00501,57,Contract,4.8,62792.12,300.0,9700.0,48,Home Improvement,3112.1,1,4,0.0124,2022-06-06,2022,Q2,1.783,4.917
BRW00670,50,Salaried,3.8,61952.02,406.0,7700.0,48,Education,3760.57,6,2,0.0152,2023-02-09,2023,Q1,5.341,6.131
BRW01835,41,Salaried,8.1,48680.51,348.0,56600.0,84,Business,9098.23,4,1,0.0267,2023-06-30,2023,Q2,5.065,5.718
BRW03634,42,Retired,0.3,32475.96,479.0,45500.0,84,Business,4387.33,4,1,0.0193,2023-05-23,2023,Q2,5.138,3.536
BRW02015,36,Salaried,0.3,35672.42,359.0,45900.0,60,Business,9883.9,3,0,0.0554,2022-07-31,2022,Q3,1.824,2.5
BRW00848,31,Salaried,1.3,37346.26,301.0,20000.0,24,Home Improvement,7156.65,4,0,0.0958,2023-03-09,2023,Q1,4.922,5.551
BRW00584,39,Contract,13.6,76901.6,,20900.0,24,vacation ,8981.39,7,0,0.0584,2021-07-31,2021,Q3,0.106,2.5
BRW00248,55,Self-Employed,5.5,28188.47,427.0,27100.0,84,Debt Consolidation,9118.63,2,3,0.0462,2021-12-18,2021,Q4,0.04,2.5
BRW01052,42,Retired,1.7,8120.7,403.0,31000.0,12,Home Improvement,15390.2,3,1,1.8952,2021-12-27,2021,Q4,-0.108,8.472
BRW02313,42,Self-Employed,1.2,74397.35,339.0,45000.0,12,Business,4099.04,5,1,0.0551,2023-04-27,2023,Q2,5.011,6.821
BRW04275,36,Self-Employed,7.0,84649.68,378.0,47000.0,120,Medical,46704.65,5,0,0.0552,2023-09-02,2023,Q3,4.893,5.447
BRW02072,38,Salaried,3.6,51499.21,320.0,82000.0,60,Home Improvement,8891.65,2,0,0.0345,2022-04-20,2022,Q2,1.794,2.5
BRW01629,46,Salaried,0.2,75420.71,404.0,16700.0,60,Auto,8149.41,2,0,0.0216,2022-04-17,2022,Q2,1.576,2.5
BRW00100,23,Salaried,4.0,97526.86,300.0,39300.0,60,Auto,5924.11,4,5,0.0121,2023-03-04,2023,Q1,5.161,9.719
BRW02845,27,Salaried,2.6,77262.92,373.0,63500.0,60,Debt Consolidation,11438.67,3,0,0.0296,2022-06-25,2022,Q2,1.715,2.5
BRW00642,35,Salaried,7.4,,321.0,27600.0,120,Debt Consolidation,10296.39,6,0,0.3432,2022-09-25,2022,Q3,1.504,2.5
BRW04119,27,Salaried,3.1,59851.58,327.0,19000.0,60,Business,17649.43,8,1,0.059,2023-09-03,2023,Q3,4.907,5.278
BRW00594,48,Self-Employed,1.9,71958.33,419.0,20400.0,60,Debt Consolidation,11681.72,1,0,0.0325,2023-01-05,2023,Q1,5.318,4.693
BRW04020,59,Self-Employed,7.7,101393.0,317.0,64700.0,36,Vacation,15520.3,3,2,0.051,2023-06-27,2023,Q2,5.166,8.063
BRW00561,58,Unemployed,0.0,19750.55,,38600.0,84,Medical,25857.47,5,0,0.187,2023-03-17,2023,Q1,5.183,7.454
BRW01694,39,Salaried,2.2,33227.08,332.0,10500.0,60,Business,9828.3,0,1,0.0592,2022-08-10,2022,Q3,1.702,2.5
BRW01943,34,Contract,0.1,30981.3,366.0,11000.0,120,Business,29944.21,3,2,0.0967,2022-06-15,2022,Q2,1.709,3.308
BRW04157,33,Salaried,0.7,62113.98,300.0,40100.0,12,Debt Consolidation,2709.0,3,0,0.0436,2021-02-02,2021,Q1,-0.218,2.5
BRW02767,42,Salaried,6.3,65356.52,,80500.0,36,Debt Consolidation,17290.77,6,0,0.0882,2021-10-30,2021,Q4,0.199,2.5
BRW01170,45,Self-Employed,2.7,52834.55,300.0,85600.0,36,Medical,25814.65,9,0,0.1629,2023-08-11,2023,Q3,4.745,6.321
BRW04183,32,Self-Employed,6.1,40934.74,,77100.0,60,Business,25218.63,6,0,0.1232,2023-01-15,2023,Q1,5.021,2.882
BRW01173,37,Contract,13.3,47681.69,438.0,124500.0,48,Auto,57079.53,5,0,0.2993,2022-12-11,2022,Q4,1.749,2.5
BRW03671,46,Self-Employed,5.2,133758.85,337.0,14200.0,36,Medical,18634.02,5,2,0.0464,2023-07-13,2023,Q3,4.931,7.095
BRW01293,46,Self-Employed,6.9,66970.17,352.0,53600.0,84,Medical,16052.85,0,1,0.0342,2022-11-25,2022,Q4,1.857,2.601
BRW03814,25,Self-Employed,11.0,60871.26,386.0,46500.0,12,Debt Consolidation,34570.53,3,0,0.5679,2023-07-13,2023,Q3,5.158,7.791
BRW02337,38,Salaried,1.2,,312.0,15600.0,12,Debt Consolidation,7538.87,4,1,2.5,2023-06-15,2023,Q2,5.249,16.928
BRW04025,34,Salaried,10.9,119204.46,374.0,43800.0,60,Debt Consolidation,4362.15,7,2,0.0073,2021-10-19,2021,Q4,0.129,2.5
BRW00805,34,Retired,0.7,27274.14,350.0,20200.0,36,Debt Consolidation,7770.7,3,4,0.095,2022-01-12,2022,Q1,1.516,4.206
BRW03112,34,Self-Employed,2.0,29417.09,365.0,55800.0,24,BUSINESS,20475.23,7,0,0.348,2023-12-04,2023,Q4,4.664,5.998
BRW04259,29,Salaried,6.0,40766.91,381.0,9800.0,84,Auto,9312.37,6,0,0.0326,2022-08-13,2022,Q3,1.979,2.5
BRW04711,43,Salaried,2.4,162379.49,345.0,49800.0,48,Auto,61054.24,5,0,0.094,2022-07-01,2022,Q3,1.864,2.5
BRW04657,28,Self-Employed,3.3,79652.81,402.0,30600.0,12,Auto,26852.13,1,0,0.3371,2021-08-25,2021,Q3,0.21,2.5
BRW01717,39,Self-Employed,5.9,,325.0,78600.0,48,Medical,34382.72,2,0,2.5,2022-09-12,2022,Q3,1.94,13.113
BRW03905,34,Self-Employed,1.2,46869.91,300.0,45000.0,60,Home Improvement,5187.4,6,1,0.0221,2021-04-26,2021,Q2,0.11,2.583
BRW02784,33,Self-Employed,11.0,,361.0,28500.0,36,Auto,50471.78,3,2,2.5,2023-01-16,2023,Q1,5.157,17.377
BRW01281,36,Salaried,6.8,39772.99,404.0,6200.0,36,Auto,15049.53,5,2,0.1261,2021-07-11,2021,Q3,0.092,2.5
BRW04955,24,Salaried,1.9,44515.87,300.0,72000.0,48,Home Improvement,8581.65,4,0,0.0482,2022-02-02,2022,Q1,1.813,2.5
BRW04177,41,Self-Employed,2.9,23805.42,397.0,23400.0,48,Auto,5069.11,4,0,0.0532,2021-03-04,2021,Q1,0.16,2.5
BRW03941,50,Self-Employed,8.9,37378.03,393.0,16200.0,60,Auto,8778.57,2,0,0.047,2021-03-11,2021,Q1,0.106,2.5
BRW02457,40,Contract,6.3,30199.24,416.0,12500.0,60,Business,2182.65,2,2,0.0145,2021-04-15,2021,Q2,0.353,2.5
BRW02886,32,Salaried,3.8,76285.82,300.0,26300.0,24,Home Improvement,1967.55,3,0,0.0129,2021-08-20,2021,Q3,0.011,2.5
BRW02692,37,Salaried,29.0,29454.03,474.0,26600.0,48,Auto,19354.12,4,0,0.1643,2021-11-20,2021,Q4,0.222,2.5
BRW03189,56,Salaried,3.1,14589.31,,69800.0,36,Education,69342.78,0,1,1.5843,2021-07-01,2021,Q3,0.024,4.323
BRW01412,42,Salaried,1.8,69982.6,350.0,45000.0,36,Auto,17746.34,3,5,0.0845,2021-12-14,2021,Q4,-0.012,4.286
BRW00426,28,Self-Employed,0.9,53866.24,373.0,50100.0,48,Home Improvement,37762.15,5,0,0.1753,2021-09-21,2021,Q3,0.176,2.5
BRW00230,30,Salaried,6.0,60779.05,367.0,57400.0,60,Auto,10921.71,4,1,0.0359,2022-01-29,2022,Q1,1.774,2.5
BRW03747,39,Salaried,3.4,,339.0,20200.0,60,Home Improvement,11398.8,4,0,0.7599,2023-06-05,2023,Q2,5.08,7.542
BRW03827,42,Salaried,2.5,17090.22,300.0,35200.0,36,Debt Consolidation,1733.98,1,0,0.0338,2023-02-11,2023,Q1,4.998,5.497
BRW04308,36,Salaried,1.2,67010.35,331.0,31500.0,120,Home Improvement,24642.42,4,0,0.0368,2022-04-12,2022,Q2,1.971,2.5
BRW00416,53,Self-Employed,1.8,136561.36,380.0,64700.0,48,Education,20084.92,3,2,0.0368,2021-11-28,2021,Q4,-0.025,2.5
BRW03011,51,Salaried,10.0,64603.72,449.0,19400.0,60,Home Improvement,2235.37,1,0,0.0069,2023-03-07,2023,Q1,4.954,2.72
BRW01837,39,Contract,1.8,34956.79,,13600.0,36,Auto,5387.26,8,0,0.0514,2022-06-18,2022,Q2,1.205,2.5
BRW01786,34,Salaried,0.6,71151.03,314.0,11300.0,24,Debt Consolidation,42248.91,4,0,0.2969,2023-10-27,2023,Q4,4.935,6.027
BRW02369,50,Salaried,3.5,,405.0,66500.0,48,Business,13992.91,2,0,1.1661,2022-11-11,2022,Q4,1.751,5.411
BRW00811,33,Salaried,1.2,118520.38,300.0,21000.0,36,Debt Consolidation,23030.51,2,1,0.0648,2021-09-10,2021,Q3,0.047,2.547
BRW01973,39,self employed,3.6,59759.89,313.0,81000.0,120,Auto,27888.34,6,1,0.0467,2022-09-03,2022,Q3,1.864,3.581
BRW00586,33,Salaried,1.2,38772.52,304.0,101100.0,84,Auto,85435.95,4,0,0.3148,2021-10-20,2021,Q4,0.415,2.5
BRW00724,39,Retired,14.4,,,25900.0,48,Business,12235.44,3,0,1.0196,2021-01-27,2021,Q1,-0.051,2.5
BRW01995,48,Salaried,4.8,,374.0,17800.0,36,Home Improvement,24335.77,4,1,2.5,2021-09-15,2021,Q3,-0.171,11.378
BRW02157,34,Salaried,13.9,18065.98,351.0,125300.0,60,Home Improvement,12066.31,0,4,0.1336,2023-12-14,2023,Q4,5.173,7.433
BRW01175,35,Retired,27.0,15152.11,419.0,59300.0,120,Auto,10689.53,7,0,0.0705,2021-04-30,2021,Q2,0.002,2.5
BRW03128,38,Retired,8.4,15595.97,408.0,16900.0,24,Home Improvement,7739.41,5,0,0.2481,2021-04-30,2021,Q2,0.001,2.5
BRW03250,44,Retired,1.0,44191.63,364.0,41800.0,36,Home Improvement,42263.3,7,1,0.3188,2022-04-11,2022,Q2,1.821,3.263
BRW02499,41,Self-Employed,0.2,53114.61,369.0,88100.0,48,Education,6535.52,6,1,0.0308,2021-09-03,2021,Q3,0.01,2.5
BRW02794,37,Salaried,1.4,,365.0,25500.0,84,Business,20267.86,4,0,0.9651,2022-01-07,2022,Q1,1.408,5.72
BRW01918,36,Salaried,2.7,49588.89,340.0,15900.0,84,Auto,12164.26,2,1,0.035,2023-07-12,2023,Q3,5.035,4.579
BRW00776,30,Salaried,2.6,61489.83,309.0,40500.0,48,Vacation,17897.56,4,2,0.0728,2022-06-14,2022,Q2,1.898,3.23
BRW04750,49,Self-Employed,11.8,15213.72,422.0,179000.0,36,Vacation,17226.62,3,2,0.3774,2022-08-19,2022,Q3,1.626,3.642
BRW00949,40,Contract,3.5,77190.85,300.0,25500.0,48,Education,12989.91,4,1,0.0421,2021-07-06,2021,Q3,0.14,2.5
BRW04775,45,Salaried,1.2,59071.45,311.0,50500.0,60,Auto,32468.11,4,0,0.1099,2021-12-16,2021,Q4,0.135,2.5
BRW00538,48,Contract,9.7,68899.09,444.0,7900.0,36,Home Improvement,2825.63,2,0,0.0137,2021-11-19,2021,Q4,-0.039,2.5
BRW02057,46,Unemployed,6.3,4400.85,356.0,47300.0,48,Home Improvement,26247.34,5,1,1.491,2023-01-24,2023,Q1,5.046,14.185
BRW04192,50,Self-Employed,11.1,52692.26,429.0,19600.0,36,Debt Consolidation,4403.87,4,0,0.0279,2022-03-13,2022,Q1,1.63,2.5
BRW04395,24,Contract,9.6,55723.54,362.0,20300.0,84,Home Improvement,25475.26,5,4,0.0653,2023-02-22,2023,Q1,5.048,8.425
BRW00149,40,Salaried,3.4,200071.94,392.0,38200.0,60,Debt Consolidation,11904.61,1,2,0.0119,2021-11-08,2021,Q4,-0.16,2.5
BRW04281,22,Self-Employed,10.4,,337.0,53500.0,48,Home Improvement,24551.0,4,0,2.0459,2023-05-07,2023,Q2,5.294,16.317
BRW01992,49,Salaried,10.0,,400.0,33400.0,60,Auto,13684.47,4,2,0.9123,2021-12-28,2021,Q4,0.008,5.266
BRW03653,29,Contract,8.5,28918.48,302.0,119800.0,36,Debt Consolidation,8046.83,8,0,0.0928,2021-05-11,2021,Q2,0.261,2.5
BRW03410,31,Salaried,7.9,47816.46,369.0,39200.0,24,Debt Consolidation,11917.07,7,0,0.1246,2021-06-22,2021,Q2,0.132,2.5
BRW02252,23,Salaried,3.6,64275.16,359.0,24300.0,48,Education,2211.61,5,0,0.0086,2023-05-17,2023,Q2,4.989,4.16
BRW03673,46,Salaried,7.1,27839.8,401.0,53400.0,36,Debt Consolidation,38848.85,5,0,0.4651,2023-03-17,2023,Q1,4.804,5.763
BRW00012,40,Salaried,4.5,61166.22,345.0,15600.0,60,Auto,12249.54,6,0,0.0401,2021-03-25,2021,Q1,-0.128,2.5
BRW03794,38,Salaried,25.2,51600.48,366.0,37400.0,60,Debt Consolidation,28365.99,1,2,0.1099,2023-01-07,2023,Q1,5.16,6.307
BRW03296,54,Salaried,0.6,25372.32,361.0,16700.0,84,Debt Consolidation,20917.97,4,4,0.1178,2022-02-10,2022,Q1,1.774,4.204
BRW04778,27,Contract,4.2,102568.96,300.0,15800.0,48,Home Improvement,9004.6,3,0,0.0219,2022-12-31,2022,Q4,1.8,2.741
BRW00468,32,Retired,2.8,19263.19,332.0,17300.0,48,Vacation,4989.42,1,0,0.0648,2022-10-14,2022,Q4,1.739,2.5
BRW03740,30,Salaried,1.1,138423.08,300.0,23500.0,48,Vacation,33322.85,3,1,0.0602,2021-08-26,2021,Q3,0.043,2.5
BRW00800,47,Contract,10.1,43100.39,430.0,28700.0,60,Auto,37036.59,6,0,0.1719,2023-03-24,2023,Q1,5.008,4.238
BRW00472,22,Salaried,2.0,48583.77,312.0,61900.0,60,Business,19019.94,1,1,0.0783,2022-09-03,2022,Q3,1.788,2.526
BRW01405,30,Self-Employed,0.9,57823.42,350.0,14600.0,84,Auto,20537.92,4,0,0.0507,2021-05-15,2021,Q2,0.011,2.5
BRW01545,42,Contract,3.1,22834.93,,13500.0,48,Education,2168.25,3,0,0.0237,2023-04-02,2023,Q2,5.122,2.5
BRW03842,47,Self-Employed,4.9,79299.24,368.0,78400.0,60,Medical,4295.29,1,1,0.0108,2021-01-05,2021,Q1,0.087,2.5
BRW02842,52,Salaried,4.1,78919.5,427.0,36300.0,48,Home Improvement,5219.11,3,0,0.0165,2023-06-29,2023,Q2,5.317,3.344
BRW02233,46,Contract,1.6,42032.0,386.0,15800.0,48,Debt Consolidation,47009.45,7,0,0.2796,2023-10-21,2023,Q4,5.031,4.303
BRW04758,31,Contract,3.2,75905.54,300.0,47400.0,36,Business,28229.39,6,0,0.124,2023-03-14,2023,Q1,5.084,4.711
BRW00810,36,Salaried,7.0,74437.4,340.0,42100.0,48,Auto,12569.46,2,0,0.0422,2023-06-20,2023,Q2,4.777,4.261
BRW02623,52,Salaried,9.6,61101.96,421.0,39500.0,24,Debt Consolidation,4758.79,1,0,0.0389,2021-08-01,2021,Q3,0.05,2.5
BRW04546,36,Salaried,2.4,59334.91,336.0,24000.0,48,Medical,22654.84,2,0,0.0955,2023-02-12,2023,Q1,5.037,5.841
BRW00907,45,Unemployed,3.8,6275.08,477.0,20800.0,24,Home Improvement,47528.21,1,0,2.5,2021-09-27,2021,Q3,0.239,13.619
BRW03852,50,Salaried,0.9,38176.55,325.0,25800.0,12,Business,5348.24,4,1,0.1401,2021-09-18,2021,Q3,-0.13,2.5
BRW04615,34,Salaried,7.4,51085.2,337.0,69700.0,24,Medical,8031.16,0,2,0.0786,2023-02-22,2023,Q1,4.623,6.87
BRW00733,22,Salaried,1.0,98248.27,352.0,11800.0,12,Debt Consolidation,9005.62,7,0,0.0917,2022-06-28,2022,Q2,1.709,2.5
BRW04049,41,Self-Employed,1.1,94047.1,370.0,32000.0,48,Debt Consolidation,9163.84,8,0,0.0244,2022-02-21,2022,Q1,1.8,2.5
BRW01630,42,Salaried,1.6,67739.51,,49400.0,48,Vacation,37700.08,6,1,0.1391,2021-06-14,2021,Q2,0.234,2.5
BRW00599,41,Salaried,3.2,89580.91,352.0,42700.0,48,Business,41505.15,6,2,0.1158,2022-08-08,2022,Q3,1.662,3.74
BRW01483,34,Salaried,4.2,58756.61,395.0,5000.0,48,Auto,66135.49,5,1,0.2814,2022-04-12,2022,Q2,1.713,2.5
BRW02181,34,Unemployed,12.8,4667.55,322.0,41000.0,60,Education,40152.55,3,0,1.7205,2023-05-03,2023,Q2,4.918,14.73
BRW01665,37,Salaried,5.8,22963.86,338.0,88300.0,36,Business,9819.18,4,0,0.1425,2021-02-13,2021,Q1,0.173,2.5
BRW01514,37,Salaried,1.8,52144.77,300.0,23200.0,36,Vacation,15632.32,6,0,0.0999,2021-08-07,2021,Q3,0.084,2.5
BRW02316,46,Salaried,1.3,25969.69,323.0,202300.0,48,Auto,15767.57,10,0,0.1518,2022-07-16,2022,Q3,1.486,2.513
BRW00505,33,Self-Employed,0.9,68570.2,300.0,39000.0,24,Auto,10275.28,4,0,0.0749,2022-05-04,2022,Q2,1.59,3.143
BRW00132,27,Salaried,13.6,30050.81,300.0,16000.0,60,Business,14777.57,4,2,0.0984,2023-02-21,2023,Q1,5.096,7.593
BRW04917,34,Salaried,11.6,62157.51,350.0,32300.0,36,Business,8805.53,2,0,0.0472,2021-08-09,2021,Q3,-0.011,2.5
BRW01756,36,Salaried,4.4,32206.69,313.0,29400.0,120,Home Improvement,12648.33,4,1,0.0393,2022-07-24,2022,Q3,1.643,2.5
BRW04907,26,Salaried,2.8,30842.81,366.0,64900.0,84,Debt Consolidation,3440.67,2,0,0.0159,2021-03-22,2021,Q1,-0.091,2.5
BRW00414,41,Self-Employed,1.7,32953.04,300.0,39600.0,84,Home Improvement,2569.82,1,0,0.0111,2022-10-15,2022,Q4,1.533,2.5
BRW02559,47,Self-Employed,0.8,52449.76,402.0,46900.0,48,Business,7427.15,3,0,0.0354,2022-07-23,2022,Q3,1.567,2.5
BRW04719,39,Contract,2.1,59702.0,378.0,48300.0,48,Debt Consolidation,6644.78,3,5,0.0278,2022-01-28,2022,Q1,1.731,5.361
BRW01670,35,Retired,7.1,54824.91,372.0,55300.0,36,Vacation,19281.93,3,1,0.1172,2022-09-03,2022,Q3,1.598,3.294
BRW00287,43,Salaried,3.9,39341.63,300.0,22000.0,120,Auto,6816.64,4,0,0.0173,2021-10-23,2021,Q4,0.164,2.5
BRW04649,35,Salaried,1.2,135578.96,363.0,21300.0,48,Debt Consolidation,9237.8,4,0,0.017,2023-10-01,2023,Q4,5.183,4.386
BRW04108,35,Salaried,1.6,10754.21,352.0,26600.0,60,Debt Consolidation,40978.82,0,0,0.7621,2021-12-15,2021,Q4,0.072,2.5
BRW00429,22,Self-Employed,11.8,80459.69,308.0,44000.0,60,Vacation,18168.47,3,2,0.0452,2023-09-24,2023,Q3,5.251,7.17
BRW00812,52,Salaried,2.9,84501.06,325.0,11000.0,48,Debt Consolidation,30721.03,4,1,0.0909,2023-06-14,2023,Q2,4.882,5.859
BRW03006,42,Salaried,9.3,31817.35,349.0,40000.0,84,Vacation,6597.32,6,1,0.0296,2022-10-18,2022,Q4,1.517,2.5
BRW02094,48,Salaried,1.1,59099.67,311.0,106000.0,36,Medical,14787.47,2,0,0.0834,2021-09-27,2021,Q3,0.319,2.5
BRW02722,27,Salaried,1.2,62482.69,310.0,32500.0,36,Auto,10520.27,3,3,0.0561,2021-11-01,2021,Q4,0.256,2.584
BRW04402,29,Salaried,1.3,72685.97,311.0,58500.0,12,Debt Consolidation,13308.49,6,0,0.1831,2023-06-02,2023,Q2,4.701,4.008
BRW04947,24,Salaried,0.0,10591.65,300.0,31700.0,48,Education,32233.75,10,0,0.7608,2022-05-19,2022,Q2,1.716,4.536
BRW03891,43,Salaried,7.8,55039.88,363.0,37200.0,60,Medical,62290.97,3,0,0.2263,2021-10-22,2021,Q4,0.135,2.5
BRW03132,22,Self-Employed,3.6,36665.38,300.0,42100.0,36,Home Improvement,8713.0,6,2,0.0792,2023-10-14,2023,Q4,5.04,7.785
BRW03526,36,Salaried,13.5,43951.09,444.0,17700.0,36,Business,6333.63,4,5,0.048,2023-10-12,2023,Q4,4.824,7.487
BRW00589,29,Contract,0.2,25227.5,302.0,20700.0,36,Auto,12482.83,5,1,0.1649,2022-09-05,2022,Q3,1.576,2.947
BRW02101,28,Contract,0.1,40113.8,328.0,39500.0,60,Auto,11540.6,1,3,0.0575,2023-06-14,2023,Q2,5.092,6.957
BRW01892,33,Salaried,4.4,54180.49,300.0,19600.0,60,Auto,12447.01,2,0,0.0459,2023-09-01,2023,Q3,5.294,5.644
BRW00465,35,Salaried,0.6,36571.91,387.0,22700.0,36,Home Improvement,27633.07,4,0,0.2519,2023-11-14,2023,Q4,4.886,5.075
BRW03616,28,Contract,2.4,113318.61,300.0,103200.0,48,Business,30428.53,3,2,0.0671,2023-05-08,2023,Q2,5.096,7.863
BRW03545,41,Salaried,4.2,44495.5,397.0,29100.0,36,Debt Consolidation,26720.94,6,2,0.2002,2022-04-13,2022,Q2,1.937,2.854
BRW04354,42,Salaried,6.5,44330.18,350.0,17100.0,36,Debt Consolidation,5162.93,4,0,0.0388,2023-11-24,2023,Q4,4.911,3.806
BRW03459,26,Contract,4.3,60258.57,374.0,44000.0,60,Home Improvement,12793.27,4,5,0.0425,2022-09-27,2022,Q3,1.651,5.055
BRW04953,47,Salaried,6.1,75934.16,325.0,21600.0,60,Education,23022.99,2,1,0.0606,2023-04-27,2023,Q2,4.943,6.044
BRW04560,27,Self-Employed,0.3,27401.16,312.0,16500.0,36,Home Improvement,13972.75,2,1,0.17,2023-05-05,2023,Q2,4.872,6.361
BRW04431,22,Self-Employed,2.2,81972.83,310.0,53200.0,24,Debt Consolidation,27916.71,3,0,0.1703,2023-02-19,2023,Q1,4.911,6.785
BRW02123,35,Salaried,2.0,107723.69,359.0,31400.0,60,Business,27886.71,5,0,0.0518,2022-09-20,2022,Q3,1.649,2.5
BRW04215,43,Salaried,2.6,9370.18,313.0,23100.0,36,Home Improvement,13301.77,8,0,0.4732,2022-07-30,2022,Q3,1.613,3.57
BRW04882,29,Retired,2.8,29987.66,345.0,7000.0,84,Education,8526.54,5,0,0.0406,2021-09-15,2021,Q3,0.221,2.5
